Folder,File name,Plain-language description,State/Region,Century,Emissions scenario,Season,Format,Date (file modified),Note
Late-Century/Fall (SON),LC_SSP245_Caribbean_SON_Precip_070626.jpg,"Caribbean (Puerto Rico & U.S. Virgin Islands), Late-Century, Intermediate emissions (SSP2-4.5), Fall (SON)",Caribbean (Puerto Rico & U.S. Virgin Islands),Late-Century,Intermediate emissions (SSP2-4.5),Fall (SON),JPEG preview image,7/7/26,
Late-Century/Spring (MAM),LC_SSP245_Caribbean_MAM_Precip_070626.aix,"Caribbean (Puerto Rico & U.S. Virgin Islands), Late-Century, Intermediate emissions (SSP2-4.5), Spring (MAM)",Caribbean (Puerto Rico & U.S. Virgin Islands),Late-Century,Intermediate emissions (SSP2-4.5),Spring (MAM),ArcGIS AIX data file,7/7/26,
Late-Century/Spring (MAM),LC_SSP245_Caribbean_MAM_Precip_070626.jpg,"Caribbean (Puerto Rico & U.S. Virgin Islands), Late-Century, Intermediate emissions (SSP2-4.5), Spring (MAM)",Caribbean (Puerto Rico & U.S. Virgin Islands),Late-Century,Intermediate emissions (SSP2-4.5),Spring (MAM),JPEG preview image,7/7/26,
Late-Century/Summer (JJA),LC_SSP245_Caribbean_JJA_Precip_070626.aix,"Caribbean (Puerto Rico & U.S. Virgin Islands), Late-Century, Intermediate emissions (SSP2-4.5), Summer (JJA)",Caribbean (Puerto Rico & U.S. Virgin Islands),Late-Century,Intermediate emissions (SSP2-4.5),Summer (JJA),ArcGIS AIX data file,7/7/26,
Late-Century/Summer (JJA),LC_SSP245_Caribbean_JJA_Precip_070626.jpg,"Caribbean (Puerto Rico & U.S. Virgin Islands), Late-Century, Intermediate emissions (SSP2-4.5), Summer (JJA)",Caribbean (Puerto Rico & U.S. Virgin Islands),Late-Century,Intermediate emissions (SSP2-4.5),Summer (JJA),JPEG preview image,7/7/26,
Late-Century/Winter (DJF),LC_SSP245_Caribbean_DJF_Precip_070626.aix,"Caribbean (Puerto Rico & U.S. Virgin Islands), Late-Century, Intermediate emissions (SSP2-4.5), Winter (DJF)",Caribbean (Puerto Rico & U.S. Virgin Islands),Late-Century,Intermediate emissions (SSP2-4.5),Winter (DJF),ArcGIS AIX data file,7/7/26,
Late-Century/Winter (DJF),LC_SSP245_Caribbean_DJF_Precip_070626.jpg,"Caribbean (Puerto Rico & U.S. Virgin Islands), Late-Century, Intermediate emissions (SSP2-4.5), Winter (DJF)",Caribbean (Puerto Rico & U.S. Virgin Islands),Late-Century,Intermediate emissions (SSP2-4.5),Winter (DJF),JPEG preview image,7/7/26,
Late-Century/Annual,LC_SSP126_Caribbean_Annual_Precip_070626.aix,"Caribbean (Puerto Rico & U.S. Virgin Islands), Late-Century, Low emissions (SSP1-2.6), Annual",Caribbean (Puerto Rico & U.S. Virgin Islands),Late-Century,Low emissions (SSP1-2.6),Annual,ArcGIS AIX data file,7/6/26,
Late-Century/Annual,LC_SSP126_Caribbean_Annual_Precip_070626.jpg,"Caribbean (Puerto Rico & U.S. Virgin Islands), Late-Century, Low emissions (SSP1-2.6), Annual",Caribbean (Puerto Rico & U.S. Virgin Islands),Late-Century,Low emissions (SSP1-2.6),Annual,JPEG preview image,7/6/26,
Late-Century/Fall (SON),LC_SSP126_Caribbean_SON_Precip_070626.aix,"Caribbean (Puerto Rico & U.S. Virgin Islands), Late-Century, Low emissions (SSP1-2.6), Fall (SON)",Caribbean (Puerto Rico & U.S. Virgin Islands),Late-Century,Low emissions (SSP1-2.6),Fall (SON),ArcGIS AIX data file,7/7/26,
Late-Century/Fall (SON),LC_SSP126_Caribbean_SON_Precip_070626.jpg,"Caribbean (Puerto Rico & U.S. Virgin Islands), Late-Century, Low emissions (SSP1-2.6), Fall (SON)",Caribbean (Puerto Rico & U.S. Virgin Islands),Late-Century,Low emissions (SSP1-2.6),Fall (SON),JPEG preview image,7/7/26,
Late-Century/Spring (MAM),LC_SSP126_Caribbean_MAM_Precip_070626.aix,"Caribbean (Puerto Rico & U.S. Virgin Islands), Late-Century, Low emissions (SSP1-2.6), Spring (MAM)",Caribbean (Puerto Rico & U.S. Virgin Islands),Late-Century,Low emissions (SSP1-2.6),Spring (MAM),ArcGIS AIX data file,7/7/26,
Late-Century/Spring (MAM),LC_SSP126_Caribbean_MAM_Precip_070626.jpg,"Caribbean (Puerto Rico & U.S. Virgin Islands), Late-Century, Low emissions (SSP1-2.6), Spring (MAM)",Caribbean (Puerto Rico & U.S. Virgin Islands),Late-Century,Low emissions (SSP1-2.6),Spring (MAM),JPEG preview image,7/7/26,
Late-Century/Summer (JJA),LC_SSP126_Caribbean_JJA_Precip_070626.aix,"Caribbean (Puerto Rico & U.S. Virgin Islands), Late-Century, Low emissions (SSP1-2.6), Summer (JJA)",Caribbean (Puerto Rico & U.S. Virgin Islands),Late-Century,Low emissions (SSP1-2.6),Summer (JJA),ArcGIS AIX data file,7/7/26,
Late-Century/Summer (JJA),LC_SSP126_Caribbean_JJA_Precip_070626.jpg,"Caribbean (Puerto Rico & U.S. Virgin Islands), Late-Century, Low emissions (SSP1-2.6), Summer (JJA)",Caribbean (Puerto Rico & U.S. Virgin Islands),Late-Century,Low emissions (SSP1-2.6),Summer (JJA),JPEG preview image,7/7/26,
Late-Century/Winter (DJF),LC_SSP126_Caribbean_DJF_Precip_070626.aix,"Caribbean (Puerto Rico & U.S. Virgin Islands), Late-Century, Low emissions (SSP1-2.6), Winter (DJF)",Caribbean (Puerto Rico & U.S. Virgin Islands),Late-Century,Low emissions (SSP1-2.6),Winter (DJF),ArcGIS AIX data file,7/7/26,
Late-Century/Winter (DJF),LC_SSP126_Caribbean_DJF_Precip_070626.jpg,"Caribbean (Puerto Rico & U.S. Virgin Islands), Late-Century, Low emissions (SSP1-2.6), Winter (DJF)",Caribbean (Puerto Rico & U.S. Virgin Islands),Late-Century,Low emissions (SSP1-2.6),Winter (DJF),JPEG preview image,7/7/26,
Late-Century/Annual,LC_SSP585_Caribbean_Annual_Precip_070626.aix,"Caribbean (Puerto Rico & U.S. Virgin Islands), Late-Century, Very high emissions (SSP5-8.5), Annual",Caribbean (Puerto Rico & U.S. Virgin Islands),Late-Century,Very high emissions (SSP5-8.5),Annual,ArcGIS AIX data file,7/7/26,
Late-Century/Annual,LC_SSP585_Caribbean_Annual_Precip_070626.jpg,"Caribbean (Puerto Rico & U.S. Virgin Islands), Late-Century, Very high emissions (SSP5-8.5), Annual",Caribbean (Puerto Rico & U.S. Virgin Islands),Late-Century,Very high emissions (SSP5-8.5),Annual,JPEG preview image,7/7/26,
Late-Century/Fall (SON),LC_SSP585_Caribbean_SON_Precip_070626.aix,"Caribbean (Puerto Rico & U.S. Virgin Islands), Late-Century, Very high emissions (SSP5-8.5), Fall (SON)",Caribbean (Puerto Rico & U.S. Virgin Islands),Late-Century,Very high emissions (SSP5-8.5),Fall (SON),ArcGIS AIX data file,7/7/26,
Late-Century/Fall (SON),LC_SSP585_Caribbean_SON_Precip_070626.jpg,"Caribbean (Puerto Rico & U.S. Virgin Islands), Late-Century, Very high emissions (SSP5-8.5), Fall (SON)",Caribbean (Puerto Rico & U.S. Virgin Islands),Late-Century,Very high emissions (SSP5-8.5),Fall (SON),JPEG preview image,7/7/26,
Late-Century/Spring (MAM),LC_SSP585_Caribbean_MAM_Precip_070626.aix,"Caribbean (Puerto Rico & U.S. Virgin Islands), Late-Century, Very high emissions (SSP5-8.5), Spring (MAM)",Caribbean (Puerto Rico & U.S. Virgin Islands),Late-Century,Very high emissions (SSP5-8.5),Spring (MAM),ArcGIS AIX data file,7/7/26,
Late-Century/Spring (MAM),LC_SSP585_Caribbean_MAM_Precip_070626.jpg,"Caribbean (Puerto Rico & U.S. Virgin Islands), Late-Century, Very high emissions (SSP5-8.5), Spring (MAM)",Caribbean (Puerto Rico & U.S. Virgin Islands),Late-Century,Very high emissions (SSP5-8.5),Spring (MAM),JPEG preview image,7/7/26,
Late-Century/Summer (JJA),LC_SSP585_Caribbean_JJA_Precip_070626.aix,"Caribbean (Puerto Rico & U.S. Virgin Islands), Late-Century, Very high emissions (SSP5-8.5), Summer (JJA)",Caribbean (Puerto Rico & U.S. Virgin Islands),Late-Century,Very high emissions (SSP5-8.5),Summer (JJA),ArcGIS AIX data file,7/7/26,
Late-Century/Summer (JJA),LC_SSP585_Caribbean_JJA_Precip_070626.jpg,"Caribbean (Puerto Rico & U.S. Virgin Islands), Late-Century, Very high emissions (SSP5-8.5), Summer (JJA)",Caribbean (Puerto Rico & U.S. Virgin Islands),Late-Century,Very high emissions (SSP5-8.5),Summer (JJA),JPEG preview image,7/7/26,
Late-Century/Winter (DJF),LC_SSP585_Caribbean_DJF_Precip_070626.aix,"Caribbean (Puerto Rico & U.S. Virgin Islands), Late-Century, Very high emissions (SSP5-8.5), Winter (DJF)",Caribbean (Puerto Rico & U.S. Virgin Islands),Late-Century,Very high emissions (SSP5-8.5),Winter (DJF),ArcGIS AIX data file,7/7/26,
Late-Century/Winter (DJF),LC_SSP585_Caribbean_DJF_Precip_070626.jpg,"Caribbean (Puerto Rico & U.S. Virgin Islands), Late-Century, Very high emissions (SSP5-8.5), Winter (DJF)",Caribbean (Puerto Rico & U.S. Virgin Islands),Late-Century,Very high emissions (SSP5-8.5),Winter (DJF),JPEG preview image,7/7/26,
Mid-Century/Annual,MC_SSP370_Caribbean_Annual_Precip_070626.aix,"Caribbean (Puerto Rico & U.S. Virgin Islands), Mid-Century, High emissions (SSP3-7.0), Annual",Caribbean (Puerto Rico & U.S. Virgin Islands),Mid-Century,High emissions (SSP3-7.0),Annual,ArcGIS AIX data file,7/7/26,
Mid-Century/Annual,MC_SSP370_Caribbean_Annual_Precip_070626.jpg,"Caribbean (Puerto Rico & U.S. Virgin Islands), Mid-Century, High emissions (SSP3-7.0), Annual",Caribbean (Puerto Rico & U.S. Virgin Islands),Mid-Century,High emissions (SSP3-7.0),Annual,JPEG preview image,7/7/26,
Mid-Century/Fall (SON),MC_SSP370_Caribbean_SON_Precip_070626.aix,"Caribbean (Puerto Rico & U.S. Virgin Islands), Mid-Century, High emissions (SSP3-7.0), Fall (SON)",Caribbean (Puerto Rico & U.S. Virgin Islands),Mid-Century,High emissions (SSP3-7.0),Fall (SON),ArcGIS AIX data file,7/7/26,
Mid-Century/Fall (SON),MC_SSP370_Caribbean_SON_Precip_070626.jpg,"Caribbean (Puerto Rico & U.S. Virgin Islands), Mid-Century, High emissions (SSP3-7.0), Fall (SON)",Caribbean (Puerto Rico & U.S. Virgin Islands),Mid-Century,High emissions (SSP3-7.0),Fall (SON),JPEG preview image,7/7/26,
Mid-Century/Spring (MAM),MC_SSP370_Caribbean_MAM_Precip_070626.aix,"Caribbean (Puerto Rico & U.S. Virgin Islands), Mid-Century, High emissions (SSP3-7.0), Spring (MAM)",Caribbean (Puerto Rico & U.S. Virgin Islands),Mid-Century,High emissions (SSP3-7.0),Spring (MAM),ArcGIS AIX data file,7/7/26,
Mid-Century/Spring (MAM),MC_SSP370_Caribbean_MAM_Precip_070626.jpg,"Caribbean (Puerto Rico & U.S. Virgin Islands), Mid-Century, High emissions (SSP3-7.0), Spring (MAM)",Caribbean (Puerto Rico & U.S. Virgin Islands),Mid-Century,High emissions (SSP3-7.0),Spring (MAM),JPEG preview image,7/7/26,
Mid-Century/Summer (JJA),MC_SSP370_Caribbean_JJA_Precip_070626.aix,"Caribbean (Puerto Rico & U.S. Virgin Islands), Mid-Century, High emissions (SSP3-7.0), Summer (JJA)",Caribbean (Puerto Rico & U.S. Virgin Islands),Mid-Century,High emissions (SSP3-7.0),Summer (JJA),ArcGIS AIX data file,7/7/26,
Mid-Century/Summer (JJA),MC_SSP370_Caribbean_JJA_Precip_070626.jpg,"Caribbean (Puerto Rico & U.S. Virgin Islands), Mid-Century, High emissions (SSP3-7.0), Summer (JJA)",Caribbean (Puerto Rico & U.S. Virgin Islands),Mid-Century,High emissions (SSP3-7.0),Summer (JJA),JPEG preview image,7/7/26,
Mid-Century/Winter (DJF),MC_SSP370_Caribbean_DJF_Precip_070626.aix,"Caribbean (Puerto Rico & U.S. Virgin Islands), Mid-Century, High emissions (SSP3-7.0), Winter (DJF)",Caribbean (Puerto Rico & U.S. Virgin Islands),Mid-Century,High emissions (SSP3-7.0),Winter (DJF),ArcGIS AIX data file,7/7/26,
Mid-Century/Winter (DJF),MC_SSP370_Caribbean_DJF_Precip_070626.jpg,"Caribbean (Puerto Rico & U.S. Virgin Islands), Mid-Century, High emissions (SSP3-7.0), Winter (DJF)",Caribbean (Puerto Rico & U.S. Virgin Islands),Mid-Century,High emissions (SSP3-7.0),Winter (DJF),JPEG preview image,7/7/26,
Mid-Century/Annual,MC_SSP126_Caribbean_Annual_Precip_070626.aix,"Caribbean (Puerto Rico & U.S. Virgin Islands), Mid-Century, Low emissions (SSP1-2.6), Annual",Caribbean (Puerto Rico & U.S. Virgin Islands),Mid-Century,Low emissions (SSP1-2.6),Annual,ArcGIS AIX data file,7/6/26,
Mid-Century/Annual,MC_SSP126_Caribbean_Annual_Precip_070626.jpg,"Caribbean (Puerto Rico & U.S. Virgin Islands), Mid-Century, Low emissions (SSP1-2.6), Annual",Caribbean (Puerto Rico & U.S. Virgin Islands),Mid-Century,Low emissions (SSP1-2.6),Annual,JPEG preview image,7/6/26,
Mid-Century/Fall (SON),MC_SSP126_Caribbean_SON_Precip_070626.aix,"Caribbean (Puerto Rico & U.S. Virgin Islands), Mid-Century, Low emissions (SSP1-2.6), Fall (SON)",Caribbean (Puerto Rico & U.S. Virgin Islands),Mid-Century,Low emissions (SSP1-2.6),Fall (SON),ArcGIS AIX data file,7/7/26,
Mid-Century/Fall (SON),MC_SSP126_Caribbean_SON_Precip_070626.jpg,"Caribbean (Puerto Rico & U.S. Virgin Islands), Mid-Century, Low emissions (SSP1-2.6), Fall (SON)",Caribbean (Puerto Rico & U.S. Virgin Islands),Mid-Century,Low emissions (SSP1-2.6),Fall (SON),JPEG preview image,7/7/26,
Mid-Century/Spring (MAM),MC_SSP126_Caribbean_MAM_Precip_070626.aix,"Caribbean (Puerto Rico & U.S. Virgin Islands), Mid-Century, Low emissions (SSP1-2.6), Spring (MAM)",Caribbean (Puerto Rico & U.S. Virgin Islands),Mid-Century,Low emissions (SSP1-2.6),Spring (MAM),ArcGIS AIX data file,7/7/26,
Mid-Century/Spring (MAM),MC_SSP126_Caribbean_MAM_Precip_070626.jpg,"Caribbean (Puerto Rico & U.S. Virgin Islands), Mid-Century, Low emissions (SSP1-2.6), Spring (MAM)",Caribbean (Puerto Rico & U.S. Virgin Islands),Mid-Century,Low emissions (SSP1-2.6),Spring (MAM),JPEG preview image,7/7/26,
Mid-Century/Summer (JJA),MC_SSP126_Caribbean_JJA_Precip_070626.aix,"Caribbean (Puerto Rico & U.S. Virgin Islands), Mid-Century, Low emissions (SSP1-2.6), Summer (JJA)",Caribbean (Puerto Rico & U.S. Virgin Islands),Mid-Century,Low emissions (SSP1-2.6),Summer (JJA),ArcGIS AIX data file,7/7/26,
Mid-Century/Summer (JJA),MC_SSP126_Caribbean_JJA_Precip_070626.jpg,"Caribbean (Puerto Rico & U.S. Virgin Islands), Mid-Century, Low emissions (SSP1-2.6), Summer (JJA)",Caribbean (Puerto Rico & U.S. Virgin Islands),Mid-Century,Low emissions (SSP1-2.6),Summer (JJA),JPEG preview image,7/7/26,
Mid-Century/Winter (DJF),MC_SSP126_Caribbean_DJF_Precip_070626.aix,"Caribbean (Puerto Rico & U.S. Virgin Islands), Mid-Century, Low emissions (SSP1-2.6), Winter (DJF)",Caribbean (Puerto Rico & U.S. Virgin Islands),Mid-Century,Low emissions (SSP1-2.6),Winter (DJF),ArcGIS AIX data file,7/7/26,
Mid-Century/Winter (DJF),MC_SSP126_Caribbean_DJF_Precip_070626.jpg,"Caribbean (Puerto Rico & U.S. Virgin Islands), Mid-Century, Low emissions (SSP1-2.6), Winter (DJF)",Caribbean (Puerto Rico & U.S. Virgin Islands),Mid-Century,Low emissions (SSP1-2.6),Winter (DJF),JPEG preview image,7/7/26,
Mid-Century/Annual,MC_SSP585_Caribbean_Annual_Precip_070626.aix,"Caribbean (Puerto Rico & U.S. Virgin Islands), Mid-Century, Very high emissions (SSP5-8.5), Annual",Caribbean (Puerto Rico & U.S. Virgin Islands),Mid-Century,Very high emissions (SSP5-8.5),Annual,ArcGIS AIX data file,7/7/26,
Mid-Century/Annual,MC_SSP585_Caribbean_Annual_Precip_070626.jpg,"Caribbean (Puerto Rico & U.S. Virgin Islands), Mid-Century, Very high emissions (SSP5-8.5), Annual",Caribbean (Puerto Rico & U.S. Virgin Islands),Mid-Century,Very high emissions (SSP5-8.5),Annual,JPEG preview image,7/7/26,
Mid-Century/Fall (SON),MC_SSP585_Caribbean_SON_Precip_070626.aix,"Caribbean (Puerto Rico & U.S. Virgin Islands), Mid-Century, Very high emissions (SSP5-8.5), Fall (SON)",Caribbean (Puerto Rico & U.S. Virgin Islands),Mid-Century,Very high emissions (SSP5-8.5),Fall (SON),ArcGIS AIX data file,7/7/26,
Mid-Century/Fall (SON),MC_SSP585_Caribbean_SON_Precip_070626.jpg,"Caribbean (Puerto Rico & U.S. Virgin Islands), Mid-Century, Very high emissions (SSP5-8.5), Fall (SON)",Caribbean (Puerto Rico & U.S. Virgin Islands),Mid-Century,Very high emissions (SSP5-8.5),Fall (SON),JPEG preview image,7/7/26,
Mid-Century/Spring (MAM),MC_SSP585_Caribbean_MAM_Precip_070626.aix,"Caribbean (Puerto Rico & U.S. Virgin Islands), Mid-Century, Very high emissions (SSP5-8.5), Spring (MAM)",Caribbean (Puerto Rico & U.S. Virgin Islands),Mid-Century,Very high emissions (SSP5-8.5),Spring (MAM),ArcGIS AIX data file,7/7/26,
Mid-Century/Spring (MAM),MC_SSP585_Caribbean_MAM_Precip_070626.jpg,"Caribbean (Puerto Rico & U.S. Virgin Islands), Mid-Century, Very high emissions (SSP5-8.5), Spring (MAM)",Caribbean (Puerto Rico & U.S. Virgin Islands),Mid-Century,Very high emissions (SSP5-8.5),Spring (MAM),JPEG preview image,7/7/26,
Mid-Century/Summer (JJA),MC_SSP585_Caribbean_JJA_Precip_070626.aix,"Caribbean (Puerto Rico & U.S. Virgin Islands), Mid-Century, Very high emissions (SSP5-8.5), Summer (JJA)",Caribbean (Puerto Rico & U.S. Virgin Islands),Mid-Century,Very high emissions (SSP5-8.5),Summer (JJA),ArcGIS AIX data file,7/7/26,
Mid-Century/Summer (JJA),MC_SSP585_Caribbean_JJA_Precip_070626.jpg,"Caribbean (Puerto Rico & U.S. Virgin Islands), Mid-Century, Very high emissions (SSP5-8.5), Summer (JJA)",Caribbean (Puerto Rico & U.S. Virgin Islands),Mid-Century,Very high emissions (SSP5-8.5),Summer (JJA),JPEG preview image,7/7/26,
Mid-Century/Winter (DJF),MC_SSP585_Caribbean_DJF_Precip_070626.aix,"Caribbean (Puerto Rico & U.S. Virgin Islands), Mid-Century, Very high emissions (SSP5-8.5), Winter (DJF)",Caribbean (Puerto Rico & U.S. Virgin Islands),Mid-Century,Very high emissions (SSP5-8.5),Winter (DJF),ArcGIS AIX data file,7/7/26,
Mid-Century/Winter (DJF),MC_SSP585_Caribbean_DJF_Precip_070626.jpg,"Caribbean (Puerto Rico & U.S. Virgin Islands), Mid-Century, Very high emissions (SSP5-8.5), Winter (DJF)",Caribbean (Puerto Rico & U.S. Virgin Islands),Mid-Century,Very high emissions (SSP5-8.5),Winter (DJF),JPEG preview image,7/7/26,
Mid-Century/Annual,MC_SSP245_CO_Annual_Precip_053025.ai,"Colorado, Mid-Century, Intermediate emissions (SSP2-4.5), Annual",Colorado,Mid-Century,Intermediate emissions (SSP2-4.5),Annual,Adobe Illustrator source,5/30/25,
Mid-Century/Annual,MC_SSP245_CO_Annual_Precip_052725.aix,"Colorado, Mid-Century, Intermediate emissions (SSP2-4.5), Annual",Colorado,Mid-Century,Intermediate emissions (SSP2-4.5),Annual,ArcGIS AIX data file,5/27/25,
Mid-Century/Annual,MC_SSP245_CO_Annual_Precip_052725.jpg,"Colorado, Mid-Century, Intermediate emissions (SSP2-4.5), Annual",Colorado,Mid-Century,Intermediate emissions (SSP2-4.5),Annual,JPEG preview image,5/27/25,
Mid-Century/Fall (SON),MC_SSP245_CO_SON_Precip_052725.aix,"Colorado, Mid-Century, Intermediate emissions (SSP2-4.5), Fall (SON)",Colorado,Mid-Century,Intermediate emissions (SSP2-4.5),Fall (SON),ArcGIS AIX data file,5/27/25,
Mid-Century/Fall (SON),MC_SSP245_CO_SON_Precip_052725.jpg,"Colorado, Mid-Century, Intermediate emissions (SSP2-4.5), Fall (SON)",Colorado,Mid-Century,Intermediate emissions (SSP2-4.5),Fall (SON),JPEG preview image,5/27/25,
Mid-Century/Spring (MAM),MC_SSP245_CO_MAM_Precip_052725.aix,"Colorado, Mid-Century, Intermediate emissions (SSP2-4.5), Spring (MAM)",Colorado,Mid-Century,Intermediate emissions (SSP2-4.5),Spring (MAM),ArcGIS AIX data file,5/27/25,
Mid-Century/Spring (MAM),MC_SSP245_CO_MAM_Precip_052725.jpg,"Colorado, Mid-Century, Intermediate emissions (SSP2-4.5), Spring (MAM)",Colorado,Mid-Century,Intermediate emissions (SSP2-4.5),Spring (MAM),JPEG preview image,5/27/25,
Mid-Century/Summer (JJA),MC_SSP245_CO_JJA_Precip_052725.aix,"Colorado, Mid-Century, Intermediate emissions (SSP2-4.5), Summer (JJA)",Colorado,Mid-Century,Intermediate emissions (SSP2-4.5),Summer (JJA),ArcGIS AIX data file,5/27/25,
Mid-Century/Summer (JJA),MC_SSP245_CO_JJA_Precip_052725.jpg,"Colorado, Mid-Century, Intermediate emissions (SSP2-4.5), Summer (JJA)",Colorado,Mid-Century,Intermediate emissions (SSP2-4.5),Summer (JJA),JPEG preview image,5/27/25,
Mid-Century/Winter (DJF),MC_SSP245_CO_DJF_Precip_052725.aix,"Colorado, Mid-Century, Intermediate emissions (SSP2-4.5), Winter (DJF)",Colorado,Mid-Century,Intermediate emissions (SSP2-4.5),Winter (DJF),ArcGIS AIX data file,5/27/25,
Mid-Century/Winter (DJF),MC_SSP245_CO_DJF_Precip_052725.jpg,"Colorado, Mid-Century, Intermediate emissions (SSP2-4.5), Winter (DJF)",Colorado,Mid-Century,Intermediate emissions (SSP2-4.5),Winter (DJF),JPEG preview image,5/27/25,
Mid-Century/Annual,MC_SSP245_Precip_Annual_Connecticut.aix,"Connecticut, Mid-Century, Intermediate emissions (SSP2-4.5), Annual",Connecticut,Mid-Century,Intermediate emissions (SSP2-4.5),Annual,ArcGIS AIX data file,8/14/25,
Mid-Century/Annual,MC_SSP245_Precip_Annual_Connecticut.png,"Connecticut, Mid-Century, Intermediate emissions (SSP2-4.5), Annual",Connecticut,Mid-Century,Intermediate emissions (SSP2-4.5),Annual,PNG preview image,7/8/25,
Mid-Century/Fall (SON),MC_SSP245_Precip_Fall_Connecticut.aix,"Connecticut, Mid-Century, Intermediate emissions (SSP2-4.5), Fall (SON)",Connecticut,Mid-Century,Intermediate emissions (SSP2-4.5),Fall (SON),ArcGIS AIX data file,8/14/25,
Mid-Century/Fall (SON),MC_SSP245_Precip_Fall_Connecticut.png,"Connecticut, Mid-Century, Intermediate emissions (SSP2-4.5), Fall (SON)",Connecticut,Mid-Century,Intermediate emissions (SSP2-4.5),Fall (SON),PNG preview image,7/9/25,
Mid-Century/Spring (MAM),MC_SSP245_Precip_Spring_Connecticut.aix,"Connecticut, Mid-Century, Intermediate emissions (SSP2-4.5), Spring (MAM)",Connecticut,Mid-Century,Intermediate emissions (SSP2-4.5),Spring (MAM),ArcGIS AIX data file,8/14/25,
Mid-Century/Spring (MAM),MC_SSP245_Precip_Spring_Connecticut.png,"Connecticut, Mid-Century, Intermediate emissions (SSP2-4.5), Spring (MAM)",Connecticut,Mid-Century,Intermediate emissions (SSP2-4.5),Spring (MAM),PNG preview image,7/9/25,
Mid-Century/Summer (JJA),MC_SSP245_Precip_Summer_Connecticut.aix,"Connecticut, Mid-Century, Intermediate emissions (SSP2-4.5), Summer (JJA)",Connecticut,Mid-Century,Intermediate emissions (SSP2-4.5),Summer (JJA),ArcGIS AIX data file,8/14/25,
Mid-Century/Summer (JJA),MC_SSP245_Precip_Summer_Connecticut.png,"Connecticut, Mid-Century, Intermediate emissions (SSP2-4.5), Summer (JJA)",Connecticut,Mid-Century,Intermediate emissions (SSP2-4.5),Summer (JJA),PNG preview image,7/9/25,
Mid-Century/Winter (DJF),MC_SSP245_Precip_Winter_Connecticut.aix,"Connecticut, Mid-Century, Intermediate emissions (SSP2-4.5), Winter (DJF)",Connecticut,Mid-Century,Intermediate emissions (SSP2-4.5),Winter (DJF),ArcGIS AIX data file,8/14/25,
Mid-Century/Winter (DJF),MC_SSP245_Precip_Winter_Connecticut.png,"Connecticut, Mid-Century, Intermediate emissions (SSP2-4.5), Winter (DJF)",Connecticut,Mid-Century,Intermediate emissions (SSP2-4.5),Winter (DJF),PNG preview image,7/9/25,
Late-Century/Annual,LC_SSP370_CONUS_Annual_Precip_062926.aix,"Contiguous U.S. (CONUS), Late-Century, High emissions (SSP3-7.0), Annual",Contiguous U.S. (CONUS),Late-Century,High emissions (SSP3-7.0),Annual,ArcGIS AIX data file,6/30/26,
Late-Century/Annual,LC_SSP370_CONUS_Annual_Precip_062926.jpg,"Contiguous U.S. (CONUS), Late-Century, High emissions (SSP3-7.0), Annual",Contiguous U.S. (CONUS),Late-Century,High emissions (SSP3-7.0),Annual,JPEG preview image,6/30/26,
Late-Century/Fall (SON),LC_SSP370_CONUS_SON_Precip_062926.aix,"Contiguous U.S. (CONUS), Late-Century, High emissions (SSP3-7.0), Fall (SON)",Contiguous U.S. (CONUS),Late-Century,High emissions (SSP3-7.0),Fall (SON),ArcGIS AIX data file,6/30/26,
Late-Century/Fall (SON),LC_SSP370_CONUS_SON_Precip_062926.jpg,"Contiguous U.S. (CONUS), Late-Century, High emissions (SSP3-7.0), Fall (SON)",Contiguous U.S. (CONUS),Late-Century,High emissions (SSP3-7.0),Fall (SON),JPEG preview image,6/30/26,
Late-Century/Spring (MAM),LC_SSP370_CONUS_MAM_Precip_062926.aix,"Contiguous U.S. (CONUS), Late-Century, High emissions (SSP3-7.0), Spring (MAM)",Contiguous U.S. (CONUS),Late-Century,High emissions (SSP3-7.0),Spring (MAM),ArcGIS AIX data file,6/30/26,
Late-Century/Spring (MAM),LC_SSP370_CONUS_MAM_Precip_062926.jpg,"Contiguous U.S. (CONUS), Late-Century, High emissions (SSP3-7.0), Spring (MAM)",Contiguous U.S. (CONUS),Late-Century,High emissions (SSP3-7.0),Spring (MAM),JPEG preview image,6/30/26,
Late-Century/Summer (JJA),LC_SSP370_CONUS_JJA_Precip_062926.aix,"Contiguous U.S. (CONUS), Late-Century, High emissions (SSP3-7.0), Summer (JJA)",Contiguous U.S. (CONUS),Late-Century,High emissions (SSP3-7.0),Summer (JJA),ArcGIS AIX data file,6/30/26,
Late-Century/Summer (JJA),LC_SSP370_CONUS_JJA_Precip_062926.jpg,"Contiguous U.S. (CONUS), Late-Century, High emissions (SSP3-7.0), Summer (JJA)",Contiguous U.S. (CONUS),Late-Century,High emissions (SSP3-7.0),Summer (JJA),JPEG preview image,6/30/26,
Late-Century/Winter (DJF),LC_SSP370_CONUS_DJF_Precip_062926.aix,"Contiguous U.S. (CONUS), Late-Century, High emissions (SSP3-7.0), Winter (DJF)",Contiguous U.S. (CONUS),Late-Century,High emissions (SSP3-7.0),Winter (DJF),ArcGIS AIX data file,6/30/26,
